object_id,drink_id,language,priority,drink_name,alcoholic,cocktail_or_not,category,base,place,company,cocktailType,glass,taste,color,alcohol_percentage,method_category,method_detail,description,image,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,measure1,measure2,measure3,measure4,measure5,measure6,measure7,measure8,measure9,measure10,source,reference_url,date_modified
341,341,ja,TRUE,ロングアイランドアイスティー,Alcohol,TRUE,カクテル,ジン,,,ロング,コリンズグラス,中甘辛口,ブラウン(琥珀色）,強い（25度以上）,ビルド,クラッシュドアイスを詰めたコリンズ・グラスに注ぎ、軽くかき混ぜる。レモンとレッド・チェリーを飾る。,1980年代初頭、アメリカ・ニューヨーク州ロングアイランドで生まれたカクテル。紅茶を一滴も使わないで、アイスティーの味わいと色を出した魔法のカクテル。ケーキに紅茶という組み合わせもいいけれど、アイスティー風味のカクテルとの相性も試してみたい。アルコール度の高いカクテルなので、レモンジュースやコーラの甘味にだまされないように注意！,https://www.suntory.co.jp/wnb/img/cocktail/p_long_island_iced_tea.gif,ジン,ウォッカ,ブルガル　エクストラドライ,テキーラ　サウザ　シルバー,ホワイトキュラソー（トリプルセック）,フレッシュレモンジュース,コーラ,,,,15ml,15ml,15ml,15ml,15ml,30ml,40ml,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/long_island_iced_tea/index.html,2018/10/11 15:06
351,351,ja,TRUE,エルドール,Alcohol,TRUE,カクテル,ジン,,,ロング,ワイングラス,中甘辛口,オレンジ,普通,シェーク,オランジーナ フレンチスパークリング以外をシェークして、氷を入れたグラスに注ぐ。オランジーナ フレンチスパークリングで満たし、イエロー・チェリー、オレンジの皮、金粉、銀粉を飾る。実演の様子を動画で観る,"2017 Suntoy The Cocktail Award 「カクテルアワード2017」井上新平氏の作品。
妖艶に煌く満月の夜、一羽の鳥が月光を身に纏い、黄金の翼を広げ空を舞う。Aile d'ore（金の翼）　輝く未来へ。",https://www.suntory.co.jp/wnb/img/cocktail/p_aile_dore.gif,ピーチリキュール,ジャパニーズクラフトジン　ROKU（六）,ルジェ　クレーム　ド　アプリコット,フレッシュレモンジュース,オランジーナ　フレンチスパークリング,,,,,,20ml,20ml,10ml,10ml,適量,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/aile_dore/index.html,2018/10/11 15:06
361,361,ja,TRUE,セレブリティーニ,Alcohol,TRUE,カクテル,ジン,,,ショート,カクテルグラス,中甘辛口,ピンク,普通,シェーク,シェークして、カクテル･グラスに注ぐ。ベルローズとパイナップルの葉をグラスの縁に飾る。,"2007 Suntoy The Cocktail Award 「カクテルアワード2007」笹沢崇之氏の作品。
軽くて飲みやすいものではなく、永遠のクラシックカクテル「マティーニ」から派生するカクテル、飲み継がれていく味わいをつくろうと考えました。",https://www.suntory.co.jp/wnb/img/cocktail/p_celebriti_ni.gif,ジン,エックスレイテッド,ディサローノアマレット,グレープフルーツジュース,フレッシュライムジュース,,,,,,30ml,15ml,5ml,10ml,1tsp,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/celebriti_ni/index.html,2018/10/11 15:06
12,12,ja,TRUE,ソルティドッグ,Alcohol,TRUE,カクテル,ウォッカ,,,ロング,タンブラー,中甘辛口,オレンジ,普通,ビルド,塩でスノースタイルにしたタンブラーに氷を入れ、材料を注ぎ、軽くかき混ぜる。,「ソルティ・ドッグ」とは、イギリス海員達のスラングで“甲板員”のこと。潮風や波浪を浴びながら甲板上で仕事をすることから“塩辛い野郎”と呼ばれるようになった。このイギリス生まれのカクテルの原型は現在のレシピとずいぶん違っている。ベースはジン、これにグレープフルーツジュースを加え、塩をひとつまみ加えてシェークし、カクテルグラスに注ぐというものだった。現在のスタイルになったのはアメリカに渡ってからのこと。カジュアルなスタイルはあっという間に世界に広がり、いまも人気を博している。,https://www.suntory.co.jp/wnb/img/cocktail/p_salty_dog.gif,ウォッカ,グレープフルーツジュース,塩,,,,,,,,45ml,適量,適量,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/salty_dog/index.html,2018/10/11 15:06
22,22,ja,TRUE,モスコーミュール,Alcohol,TRUE,カクテル,ウォッカ,,,ロング,タンブラー,中甘辛口,透明,普通,ビルド,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。ライムを飾る,「モスコミュール」は、1946年、ハリウッドのサンセット大通りに面した“コックンプル”というレストランで生まれた。その口当たりの強さから、“モスクワのラバ（強情者）”という名前がつけられたカクテル。ウォッカベースのカクテルの中で最も有名なカクテルのひとつ。,https://www.suntory.co.jp/wnb/img/cocktail/p_moscow_mule.gif,ウォッカ,フレッシュライムジュース,ジンジャーエール,,,,,,,,45ml,15ml,適量,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/moscow_mule/index.html,2018/10/11 15:06
32,32,ja,TRUE,ウォッカトニック,Alcohol,TRUE,カクテル,ウォッカ,,,ロング,タンブラー,中甘辛口,透明,普通,ビルド,氷を入れたタンブラーに注ぎ､軽くかき混ぜる。レモンを飾る。,,https://www.suntory.co.jp/wnb/img/cocktail/p_vodka_tonic.gif,ウォッカ,トニックウォーター,,,,,,,,,0.25,0.75,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/vodka_tonic/index.html,2018/10/11 15:06
42,42,ja,TRUE,ウォッカマティーニ,Alcohol,TRUE,カクテル,ウォッカ,,,ショート,カクテルグラス,辛口,透明,強い（25度以上）,ステア,ステアして、カクテル・グラスに注ぐ。オリーブを飾る。,「カクテルの王様」と呼ばれる「マティーニ」のベースをウォッカにかえたもの。クセのないウォッカで作ると、よりスムースな味わいとキレを生み出している。「マティーニ」は甘口から辛口へとレシピをかえながら時代を生きてきたカクテルである。ウォッカベースの淡白な味わいが、新しいマティーニの歴史を築いている。,https://www.suntory.co.jp/wnb/img/cocktail/p_vodka_martini.gif,ウォッカ,ドライベルモット,,,,,,,,,4/5,1/5,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/vodka_martini/index.html,2018/10/11 15:06
52,52,ja,TRUE,ウォッカリッキー,Alcohol,TRUE,カクテル,ウォッカ,,,ロング,タンブラー,中甘辛口,透明,普通,ビルド,グラスの上でライムを絞り、グラスの中に落とす。氷とウォッカを入れ、ソーダで満たす。マドラーを添える。,ライムの香りと酸味がさわやかなカクテル。“リッキー”とは、スピリッツにライムの果肉とソーダを加えてつくるカクテルのスタイルのことで、飲み手が、マドラーで好みの味加減にライムをつぶして楽しむ。19世紀末に、アメリカのワシントンD.C.の“シューメーカー”というレストランで夏向きのドリンクとして考案され、最初に飲んだ客のジム・リッキー氏にちなんで命名された。すっきりとした後味が楽しめるカクテルである。,https://www.suntory.co.jp/wnb/img/cocktail/p_vodka_rickey.gif,ウォッカ,ライム,ソーダ,,,,,,,,45ml,1/2個,適量,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/vodka_rickey/index.html,2018/10/11 15:06
62,62,ja,TRUE,オーロラ,Alcohol,TRUE,カクテル,ウォッカ,,,ショート,タンブラー,中甘辛口,赤,普通,シェーク,シェークして、カクテル・グラスに注ぐ。,"1994 Suntory Cocktail Competiton スピリッツ部門 優勝
大塚 陽人氏の作品",https://www.suntory.co.jp/wnb/img/cocktail/p_aurora.gif,ウォッカ,ルジェ　クレーム　ド　カシス,グレープフルーツジュース,サントリーカクテルレモン,グレナデンシロップ,,,,,,1/2,1/6,1/12,1/12,1/6,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/aurora/index.html,2018/10/11 15:06
72,72,ja,TRUE,カイピロスカ,Alcohol,TRUE,カクテル,ウォッカ,,,ロング,ロックグラス,中甘辛口,透明,強い（25度以上）,ビルド,クラッシュド・アイスを入れたグラスに注ぐ。マドラーを添える。,ブラジルの「カイピリーニャ」のウオッカバージョン。名前はウオッカの故郷ロシアに由来する。「カイピリーニャ」とはポルトガル語で“田舎の娘さん”という意味。ウオッカがクラッシュドアイスでキンキンに冷えて、刻んだライムの味わいがとても爽やか。,https://www.suntory.co.jp/wnb/img/cocktail/p_caipirosca.gif,ウォッカ,ライム,砂糖,,,,,,,,60ml,1/2個,3tsp,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/caipirosca/index.html,2018/10/11 15:06
82,82,ja,TRUE,カミカゼ,Alcohol,TRUE,カクテル,ウォッカ,,,ロング,ロックグラス,中甘辛口,白,強い（25度以上）,シェーク,シェークして、氷を入れたロック・グラスに注ぐ。,「カミカゼ」とは、第2次世界大戦時に日本の戦闘機につけられた名前。名前は日本名だが、アメリカで生まれたカクテル。ホワイトキュラソーの苦みばしった味が印象的。カミカゼのように鋭い口当たりが名前の由来だろうか？第1次世界大戦後から少しずつ兵器名のついたカクテルがカクテルブックにのるようになった。「フレンチ75」、「B－52」など。カクテルはいろいろな国の飲み物がひとつになって新しい味わいを作り出す。平和の時代の飲み物。,https://www.suntory.co.jp/wnb/img/cocktail/p_kamikaze.gif,ウォッカ,ホワイトキュラソー（トリプルセック）,フレッシュライムジュース,,,,,,,,20ml,20ml,20ml,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kamikaze/index.html,2018/10/11 15:06
92,92,ja,TRUE,キッスオブファイヤー,Alcohol,TRUE,カクテル,ウォッカ,,,ショート,カクテルグラス,中甘辛口,赤,強い（25度以上）,シェーク,シェークして、砂糖でスノースタイルにしたカクテル・グラスに注ぐ。,情熱的な名前のこのカクテルは、1955年の第5回オール・ジャパン・ドリンクス・コンクールで第1位になった作品である。作者は東京のバーテンダーだった石岡賢司氏。ルイ・アームストロングが歌ってヒットした、同名の曲に刺激を受けて生まれたという。本来の、そして多くのカクテル・ブックに採用されているレシピでは3つの酒の割合を同量ずつとしている,https://www.suntory.co.jp/wnb/img/cocktail/p_kiss_of_fire.gif,ウォッカ,スロージン,ドライベルモット,フレッシュレモンジュース,,,,,,,1/3,1/3,1/3,1tsp,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kiss_of_fire/index.html,2018/10/11 15:06
102,102,ja,TRUE,コスモポリタン,Alcohol,TRUE,カクテル,ウォッカ,,,ショート,カクテルグラス,中甘辛口,赤,普通,シェーク,シェークして、カクテル・グラスに注ぐ。,,https://www.suntory.co.jp/wnb/img/cocktail/p_cosmopolitan.gif,ウォッカ,ホワイトキュラソー（トリプルセック）,クランベリージュース,フレッシュライムジュース,,,,,,,20ml,10ml,20ml,10ml,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cosmopolitan/index.html,2018/10/11 15:06
112,112,ja,TRUE,ゴッドマザー,Alcohol,TRUE,カクテル,ウォッカ,,,ロング,ロックグラス,中甘辛口,ブラウン(琥珀色）,強い（25度以上）,ビルド,氷を入れたロック・グラスに注ぎ、軽くかき混ぜる。,ゴッドファーザーのバリエーションとして生まれた。スコッチ・ウイスキー・ベースのゴッドファーザーより、アマレットの優しい甘味が生きている。,https://www.suntory.co.jp/wnb/img/cocktail/p_god_mother.gif,アマレット,ウォッカ,,,,,,,,,15ml,45ml,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/god_mother/index.html,2018/10/11 15:06
122,122,ja,TRUE,シーブリーズ,Alcohol,TRUE,カクテル,ウォッカ,,,ロング,ロックグラス,中甘辛口,ピンク,普通,シェーク,材料をシェークして、氷を入れたロックグラスに注ぐ。,"タンブラーをはじめトールグラスでサービスされる場合もあるが、基本はロック・タイプ。１９７０年代から８０年前後にアメリカ西海岸でブームとなった「カミカゼ」をはじめとするシェーク・ロック（材料をシェークして氷を入れたロックグラスに注ぐ）の流れの中から生まれたカクテル。
日本には８０年代に紹介され、グレープフルーツとクランベリーがミックスされた爽やかですっきりとした酸味が海からのそよ風を感じさせ、とくに女性たちの間で人気となった。",https://www.suntory.co.jp/wnb/img/cocktail/p_Sea_Breeze.gif,ウォッカ,グレープフルーツジュース,クランベリージュース,,,,,,,,1/3,1/3,1/3,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/Sea_Breeze/index.html,2018/10/11 15:06
