id,drink_id,language,description,recipe,color,location,company
151,51,0,,ステアしてグラスに注ぐ。レモンピールを絞り振りかける,ブラウン(琥珀色）,,
152,51,1,vodka,Steer and pour into the glass. Sprinkle lemon peel and sprinkle,Brown (amber),,
153,51,2,伏特加酒,转向并倒入玻璃杯中。撒上柠檬皮，撒上,棕色（琥珀色）,,
154,52,0,名前から想像できるように、ウォッカベースのカクテルである。ウォッカの性格をいかした、アルコール度数やや高めのすっきりとした味わい。キンキンに冷やしたウォッカを使うのがお勧めである。口当たりの爽快な、力強いカクテルである。,シェークして、カクテル・グラスに注ぐ。,白,,
155,52,1,vodka,Shake and pour into a cocktail glass.,White,,
156,52,2,伏特加酒,摇匀，倒入鸡尾酒杯。,白,,
157,53,0,バラライカはジタンに似たロシアの民族楽器。映画『ドクトル・ジバゴ』で使われたことから日本でも有名になった。名前のとおり、ロシアをイメージしてつくられたカクテルで、サイド・カーのベースをロシアの国民的なスピリッツ“ウォッカ”にかえて出来上がった。パンチのきいた味わいに柑橘系のさわやかさがほのかに香るカクテルである。ベースのウオッカをブランデーにすると，有名な「サイドカー」、ジンに代えると「ホワイト・レディ」、ラムにすると「X・Y・Z」、そしてテキーラなら「マルガリータ」。,シェ－クして、カクテル・グラスに注ぐ。,白,,
158,53,1,vodka,Shake and pour into a cocktail glass.,White,,
159,53,2,伏特加酒,摇匀，倒入鸡尾酒杯。,白,,
160,54,0,「ビッグアップル」は、“ニューヨーク市”の愛称として有名。ウォッカのクセのない澄んだ味わいに、りんごのフルーティーな甘酸っぱさが加わった、すっきりとした味わいのカクテル。グラスの中でウォッカとジュースをミックスするだけの簡単なカクテル。家庭でも試してみたい。「ビッグアップル」は、世界的に有名な「ソルティドック」のバリエーションとして誕生した。「ソルティドック」はウォッカをベースに、グレープフルーツジュースで割る。これをクランベリージュースで割ると「ケープ・コッダー」、カジュアルに楽しまれているアメリカ人好みのカクテル。,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,オレンジ,,
161,54,1,vodka,Pour into the tumbler with ice and gently stir.,Orange,,
162,54,2,伏特加酒,用冰倒入滚筒，轻轻搅拌。,橙,,
163,55,0,コーヒーリキュールの香りと甘い風味が特徴。アルコール度数の高さにも関わらず、甘口で飲み口のよいカクテル。食後のデザートがわりにいかが？名前の「ブラックルシアン」とはカクテルの色と、ロシアが本場のウォッカを使うからか。,氷を入れたロック・グラスに注ぎ、軽くかき混ぜる。,ブラウン(琥珀色）,,
164,55,1,vodka,Pour into the rock glass with ice and gently stir.,Brown (amber),,
165,55,2,伏特加酒,用冰倒入岩石玻璃杯中，轻轻搅拌。,棕色（琥珀色）,,
166,56,0,"名前から想像がつくとおり、「ブラッディ・メアリー」と「ブル・ショット」をベースにつくられたカクテル。
味はやや薄めのトマト入りコールドコンソメ、といえば分かりやすいかもしれない。レシピの中のレモンジュースが全体をひきしめ、かすかにウォッカの味もおさえられたユニークなカクテルである。",グラスに氷を入れ、材料を注ぎかき混ぜる。,赤,,
167,56,1,vodka,"Pour ice into the glass, pour the ingredients and stir.",Red,,
168,56,2,伏特加酒,将冰放入玻璃杯中，倒入配料搅拌均匀。,红,,
169,57,0,このカクテルを飲むときはレモンを絞ったり香辛料をふりかけ、好みの味にして楽しんでもよい。,氷を入れたタンブラーに注ぎ､軽くかき混ぜる。レモンを飾る。,赤,,
170,57,1,vodka,Pour into the tumbler with ice and gently stir. Decorate lemon.,Red,,
171,57,2,伏特加酒,用冰倒入滚筒，轻轻搅拌。装饰柠檬。,红,,
172,58,0,1960年、パリのハリーズ・バーのアンディ・マッケルホルン氏の作品。ブルーラグーンとは“青い湖”のこと。ブルーキュラソーの鮮やかな色合い、さっぱりとした味わいに心地よく酔いしれる。,シェークして、氷を入れたフルート型シャンパン・グラスに注ぐ。オレンジ、レモン、レッド・チェリーを飾り、ストローを添える。,青,,
173,58,1,vodka,"Shake and pour into a flavored champagne glass with ice. Decorate orange, lemon, red cherry and accompany straw.",Blue,,
174,58,2,伏特加酒,摇匀，倒入带冰块的香槟酒杯中。装饰橙子，柠檬，红樱桃和秸秆。,绿,,
175,59,0,酒とスープをひとつにした異色中の異色のカクテル。味のハーモニーがとれればどんな材料でもカクテルに使えるということを、世間に再認識させたカクテルである。いかにして美味なこのカクテルを作るかは、すべてブイヨンの味しだい。1953年、アメリカ・デトロイトのレストラン、コーカス・クラブの経営者グルーバー兄弟の作といわれる。ビーフ・ブイヨンを使うというところから、レストランでのアペリティフとして考案されたと思われる。東京、新宿のホテル・バーでは、スープ・カップに入れて出すところもある。これは、北欧でのブル・ショット・スープからの流れ。このレシピの他に、塩、ウスター・ソース、タバスコ・ソース、ペッパーなどを加え、シェークして、タンブラーに注ぐ、ハイボール・スタイルもある。,シェークして、氷を入れたロック・グラスに注ぐ。,ブラウン(琥珀色）,,
176,59,1,vodka,Shake and pour into the rock glass with ice.,Brown (amber),,
177,59,2,伏特加酒,用冰块摇动并倒入岩石玻璃杯中。,棕色（琥珀色）,,
178,60,0,"「ブラック・ルシアン」に生クリームをフロートしたバリエーション。厳冬のロシアの大地をイメージして作られた。コーエン兄弟監督映画『ビッグ・リボウスキー』でジェフ・ブリッジズ扮するデュードがこよなく愛した、アメリカで大人気のカクテルである。
カクテルでは、液体の比重を利用して、見た目の美しさを作り出すこともできる。フロートがその手法で、比重の軽いものを重いものの上に注ぐことにより、液体同士が混ざらずに色の違いを層のようにしてグラスの中に作り出すことができる。実際に飲むときには、ステアしてひとつになった新しい味わいを楽しんでも良いし、ステアせずにそのままそれぞれの味わいを楽しんでも良い。",氷を入れたロック・グラスにウオッカとカルーアを注ぎ、軽くかき混ぜる。生クリームをフロートする。,ブラウン(琥珀色）,,
179,60,1,vodka,Pour vodka and kalua into a rock and glass with ice and stir gently. Float cream.,Brown (amber),,
180,60,2,伏特加酒,将伏特加和卡鲁阿倒入岩石和冰块中，轻轻搅拌。漂浮霜。,棕色（琥珀色）,,
181,61,0,定番のマティーニにミドリを加え、フルーティーな味わい。,シェークしてカクテルグラスに注ぐ。,緑,,
182,61,1,Midori,Shake and pour into a cocktail glass.,Green,,
183,61,2,绿,摇匀，倒入鸡尾酒杯。,绿茵,,
184,62,0,メロンリキュール「ミドリ」を使った、甘くて色の美しいカクテル。メロンの甘い香りとやさしい口当たり、オレンジジュースの甘さとほろ苦さ。その二つのおいしさが見事に調和したやさしい味わいのカクテル。優雅なミドリのカラーも印象的。オレンジジュースのかわりにパイナップルジュース、グレープフルーツジュースで作ることもある。,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,緑,,
185,62,1,vodka,Pour into the tumbler with ice and gently stir.,Green,,
186,62,2,伏特加酒,用冰倒入滚筒，轻轻搅拌。,绿茵,,
187,63,0,チョコレートリキュールを使った、大人の味わいのマティーニ。ウォッカをジンに代えても、一味違った楽しみ方ができる。,ステアしてカクテル・グラスに注ぐ。チェリーを飾る。氷を入れても良い。,ブラウン(琥珀色）,,
188,63,1,Mozart Black,Steer and pour into a cocktail glass. Decorate cherries. You may put ice.,Brown (amber),,
189,63,2,莫扎特布莱克,转向并倒入鸡尾酒杯。装饰樱桃。你可以放冰。,棕色（琥珀色）,,
190,64,0,サントリー主催のカクテルコンクールで第一位に入賞した井山計一氏の作品。味わいのよさもさることながら、色合いが黄緑と寒色系でまとめられ、グラスのふちにまぶされた砂糖が雪の白さを連想させる、カクテル名とぴったりマッチしたこの「雪国」の姿はすばらしい。戦後の日本が生んだカクテルの傑作と謳われるカクテルである。,シェークして、砂糖でスノースタイルにしたカクテル・グラスに注ぐ。グリーン・チェリーを飾る。,緑,,
